player_id,player_name,poss,ots,otov,oreb,otrans,dts,dtov,dreb,dtrans,net_rapm_full,net_rapm_reconstructed,residual,absresid
1642287,Cameron Brink,823,-0.003889857,0.003243937,0.002662414,-0.002856149,0.003131401,-0.00235122,-0.002637415,-0.000451562,-1.981,-0.662542332,-1.318457668,
1627669,Moriah Jefferson,619,-0.005083711,0.001976465,0.002795539,-0.002075541,-0.000415344,0.003945933,-0.002518094,0.003430178,-1.463,-0.735812375,-0.727187625,
203824,Odyssey Sims,1582,0.001376604,0.003904471,-0.002492745,-0.003915398,-0.006244419,0.003516608,-0.000350626,-0.009580869,0.12,-0.76816075,0.88816075,
1630446,Michaela Onyenwere,1171,-0.003805011,-0.000329039,-0.008179558,-0.00641209,0.002793615,-0.002952131,-0.001388873,-0.005299048,-1.014,-0.783976902,-0.230023098,
1642293,Alissa Pili,320,-0.003328481,-2.84E-05,-0.003463139,-0.003410382,-0.000983972,0.000240474,0.000220976,0.000337905,-1.6,-0.785760581,-0.814239419,
1627674,Kahleah Copper,2282,-0.002175168,0.002976869,-0.006137314,-0.00730556,0.002200769,-0.005000848,0.000417628,-0.011398035,-0.723,-0.81457193,0.09157193,
1631083,Emily Engstler,1108,0.000918889,0.004099583,-0.006556523,-0.004627996,-0.001791015,0.000517258,0.000595355,0.003351798,-0.091,-0.818949885,0.727949885,
1641649,Diamond Miller,546,-0.006380321,0.000425502,-0.006572395,-0.002583898,0.002756895,-0.000835084,0.002464184,0.004474393,-1.514,-0.879633921,-0.634366079,
1628922,Azurá Stevens,1042,-0.005669084,0.000290375,-0.001828745,0.002407104,-0.004883794,0.000783283,0.007436131,-0.012985492,-1.187,-0.889339446,-0.297660554,
1630114,Mikiah Herbert Harrigan,947,-0.001999659,-0.004244271,-0.004708227,-0.011813985,0.001161468,-0.003872999,-0.009117441,-0.000930876,-1.449,-0.904091779,-0.544908221,
1630101,Crystal Dangerfield,1136,-3.63E-05,0.001884055,0.003653672,-0.002724745,-0.002635285,-0.003797713,-0.003192297,0.004687801,-0.958,-1.013726519,0.055726519,
1629488,Brianna Turner,675,-0.009237278,-0.002158537,-0.001079754,-0.000368987,0.001036646,0.002248183,-0.003937662,0.000856179,-1.078,-1.070677297,-0.007322703,
1630134,Sug Sutton,817,-0.002128071,-0.002650772,-0.000943276,-0.001961744,-0.004342911,-0.00163739,-0.004760432,-0.005361721,-1.95,-1.077356999,-0.872643001,
204333,Natasha Cloud,2847,0.003806231,0.004048766,-0.006230884,-0.005237893,-0.003127089,-0.002570767,-0.008365874,-0.011629701,-1.832,-1.092211929,-0.739788071,
1629482,Sophie Cunningham,2062,-0.000936027,-0.000622624,-0.003226735,-0.008825768,-0.001497595,-0.002193804,-0.008920185,-0.005166623,-0.392,-1.12608734,0.73408734,
1630459,DiDi Richards,544,-0.000256672,0.001812157,-0.001113452,0.00055702,-0.005564814,-0.002758228,0.002020186,0.002307856,-1.035,-1.20542987,0.17042987,
