player_id,orapm,drapm,net_rapm,possessions,season,season_type
1629480,0.162,-0.145,0.232,1584,2024,RS
1629481,0.798,-1.533,-0.753,4232,2024,RS
1629482,0.992,1.222,1.583,3735,2024,RS
1629483,1.907,2.332,2.488,3856,2024,RS
1629484,1.35,-1.185,-0.126,1477,2024,RS
1629488,-0.923,0.635,-0.51,932,2024,RS
1629496,0.538,1.399,0.609,3713,2024,RS
1629497,1.185,3.184,2.911,4278,2024,RS
1629498,1.324,-1.092,0.266,4353,2024,RS
1629501,1.148,2.451,1.814,3569,2024,RS
1629524,1.955,1.874,2.804,3867,2024,RS
1629567,-0.511,1.254,-0.131,2342,2024,RS
1629568,-0.561,2.016,0.053,1135,2024,RS
1629571,-3.013,-0.311,-2.26,342,2024,RS
1629574,-0.216,-1.635,-1.031,1666,2024,RS
1630096,-0.003,-0.103,-0.948,3352,2024,RS
1630101,-0.627,-1.984,-1.63,2026,2024,RS
1630112,-1.756,0.0,-1.397,2910,2024,RS
1630114,0.239,0.325,-0.834,942,2024,RS
1630115,-1.83,-1.235,-2.309,781,2024,RS
1630134,-0.793,-1.614,-1.939,1288,2024,RS
1630142,1.542,1.485,2.118,2855,2024,RS
1630149,1.823,-0.022,2.472,1517,2024,RS
1630150,0.418,0.401,0.468,2794,2024,RS
1630151,-2.631,2.266,-3.068,347,2024,RS
1630389,-0.797,-2.238,-1.701,2550,2024,RS
1630442,0.116,1.033,0.228,2286,2024,RS
1630446,-1.972,-1.303,-2.167,2167,2024,RS
1630459,-1.93,-1.622,-2.157,840,2024,RS
1630462,-0.458,-1.16,-0.554,1976,2024,RS
1630471,-1.486,-1.861,-2.315,1253,2024,RS
1630996,1.072,-1.226,0.081,2270,2024,RS
1631007,1.528,1.914,2.532,1388,2024,RS
1631009,0.392,2.017,1.346,2521,2024,RS
1631019,-0.266,-1.603,-0.99,3387,2024,RS
1631021,0.084,-0.109,0.299,657,2024,RS
1631022,-2.265,3.054,-0.927,765,2024,RS
1631032,-0.206,0.55,0.571,948,2024,RS
1631044,0.936,-0.776,-0.022,2608,2024,RS
1631055,0.983,2.706,1.474,1388,2024,RS
1631083,-0.309,1.302,0.009,1521,2024,RS
1631086,1.894,-1.973,-0.005,2373,2024,RS
1631089,-0.743,-0.309,0.442,422,2024,RS
1631135,1.293,1.753,1.198,1744,2024,RS
1631141,-0.469,0.853,0.137,1671,2024,RS
1641602,-1.038,0.122,-0.919,560,2024,RS
1641648,1.929,-0.924,0.883,3902,2024,RS
1641649,-3.356,0.31,-2.791,651,2024,RS
1641650,-1.44,0.689,-0.224,2218,2024,RS
1641651,-1.374,-1.168,-2.819,2970,2024,RS
1641652,-1.248,-1.883,-1.666,2199,2024,RS
1641654,-1.609,-0.922,-2.026,886,2024,RS
1641657,0.74,1.829,1.555,2077,2024,RS
1641658,-0.26,-0.728,-0.3,343,2024,RS
1641660,-1.466,-1.805,-2.908,925,2024,RS
1641661,-1.712,-0.249,-0.122,796,2024,RS
1641700,-0.831,-1.151,-1.203,495,2024,RS
1642210,0.83,-3.905,-1.68,2582,2024,RS
1642240,-1.113,0.308,0.221,313,2024,RS
1642244,-2.122,0.034,-1.725,2167,2024,RS
1642286,-0.993,-0.749,-1.398,4582,2024,RS
1642287,-2.117,0.835,-3.144,1080,2024,RS
1642288,-2.313,-0.43,-1.003,3744,2024,RS
1642289,-1.17,-0.442,-1.657,2704,2024,RS
1642290,0.222,0.988,0.699,2524,2024,RS
1642291,2.002,1.399,2.781,3545,2024,RS
1642292,-1.733,-2.874,-2.835,2867,2024,RS
1642293,-1.51,-0.082,-1.448,607,2024,RS
1642298,-0.38,-0.39,-1.536,1027,2024,RS
1642299,-0.11,-1.363,-1.223,320,2024,RS
1642324,0.7,-0.564,-0.084,1588,2024,RS
